Date,Price
2025-02-21,3189.73
2025-02-22,3211.98
2025-02-23,3219.64
2025-02-24,3193.24
2025-02-25,3190.23
2025-02-26,3166.94
2025-02-27,3159.26
2025-02-28,3214.51
2025-03-01,3201.61
2025-03-02,3211.39
2025-03-03,3242.09
2025-03-04,3161.82
2025-03-05,3201.1
2025-03-06,3180.12
2025-03-07,3208.91
2025-03-08,3203.3
2025-03-09,3209.26
2025-03-10,3197.82
2025-03-11,3157.39
2025-03-12,3162.16
2025-03-13,3165.67
2025-03-14,3189.33
2025-03-15,3192.96
2025-03-16,3209.29
2025-03-17,3169.53
2025-03-18,3172.26
2025-03-19,3168.7
2025-03-20,3189.17
2025-03-21,3191.86
2025-03-22,3219.74
2025-03-23,3209.93
2025-03-24,3239.27
2025-03-25,3183.9
2025-03-26,3173.01
2025-03-27,3163.97
2025-03-28,3166.28
2025-03-29,3219.55
2025-03-30,3235.75
2025-03-31,3202.3
2025-04-01,3193.59
2025-04-02,3184.67
2025-04-03,3161.72
2025-04-04,3205.52
2025-04-05,3212.99
2025-04-06,3219.13
2025-04-07,3226.59
2025-04-08,3173.92
2025-04-09,3179.64
2025-04-10,3191.2
2025-04-11,3168.76
2025-04-12,3208.69
2025-04-13,3212.79
2025-04-14,3224.31
2025-04-15,3167.05
2025-04-16,3168.95
2025-04-17,3223.67
2025-04-18,3192.34
2025-04-19,3209.5
2025-04-20,3214.76
2025-04-21,3191.31
2025-04-22,3181.37
2025-04-23,3163.5
2025-04-24,3184.25
2025-04-25,3189.61
2025-04-26,3191.69
2025-04-27,3204.93
2025-04-28,3194.83
2025-04-29,3189.91
2025-04-30,3182.37
2025-05-01,3171.74
2025-05-02,3164.59
2025-05-03,3190.34
2025-05-04,3190.06
2025-05-05,3203.01
2025-05-06,3161.14
2025-05-07,3141.96
2025-05-08,3170.08
2025-05-09,3183.82
2025-05-10,3213.11
2025-05-11,3191.83
2025-05-12,3199.87
2025-05-13,3164.86
2025-05-14,3188.34
2025-05-15,3151.86
2025-05-16,3191.9
2025-05-17,3206.45
2025-05-18,3198.58
2025-05-19,3220.06
2025-05-20,3185.05
2025-05-21,3206.48
2025-05-22,3190.19
2025-05-23,3204.88
2025-05-24,3180.48
2025-05-25,3203.67
2025-05-26,3191.56
2025-05-27,3178.35
2025-05-28,3149.36
2025-05-29,3165.31
2025-05-30,3198.81
2025-05-31,3233.4
2025-06-01,3224.27
2025-06-02,3171.09
2025-06-03,3165.44
2025-06-04,3185.09
2025-06-05,3179.11
2025-06-06,3188.66
2025-06-07,3200.86
2025-06-08,3238.49
2025-06-09,3200.65
2025-06-10,3185.08
2025-06-11,3168.49
2025-06-12,3153.3
2025-06-13,3177.84
2025-06-14,3196.5
2025-06-15,3212.67
2025-06-16,3207.56
2025-06-17,3173.43
2025-06-18,3153.96
2025-06-19,3175.42
2025-06-20,3201.7
2025-06-21,3184.91
2025-06-22,3222.9
2025-06-23,3201.43
2025-06-24,3179.58
2025-06-25,3182.5
2025-06-26,3182.21
2025-06-27,3184.98
2025-06-28,3194.76
2025-06-29,3225.83
2025-06-30,3184.85
2025-07-01,3171.28
2025-07-02,3147.36
2025-07-03,3133.23
2025-07-04,3176.31
2025-07-05,3175.56
2025-07-06,3198.27
2025-07-07,3157.18
2025-07-08,3154.55
2025-07-09,3127.92
2025-07-10,3139.7
2025-07-11,3160.59
2025-07-12,3161.55
2025-07-13,3173.18
2025-07-14,3167.12
2025-07-15,3166.31
2025-07-16,3126.15
2025-07-17,3144.47
2025-07-18,3138.59
2025-07-19,3155.6
2025-07-20,3166.55
2025-07-21,3152.46
2025-07-22,3146.35
2025-07-23,3125.93
2025-07-24,3161.0
2025-07-25,3169.88
2025-07-26,3184.61
2025-07-27,3177.4
2025-07-28,3181.3
2025-07-29,3147.91
2025-07-30,3138.76
2025-07-31,3128.67
2025-08-01,3165.08
2025-08-02,3200.61
2025-08-03,3199.61
2025-08-04,3218.63
2025-08-05,3170.42
2025-08-06,3168.32
2025-08-07,3164.17
2025-08-08,3181.86
2025-08-09,3198.5
2025-08-10,3188.37
2025-08-11,3194.33
2025-08-12,3176.43
2025-08-13,3146.5
2025-08-14,3175.2
2025-08-15,3199.91
2025-08-16,3196.14
2025-08-17,3177.61
2025-08-18,3176.35
2025-08-19,3181.12
2025-08-20,3168.81
2025-08-21,3164.81
2025-08-22,3190.19
2025-08-23,3199.2
2025-08-24,3194.7
2025-08-25,3196.71
2025-08-26,3189.52
2025-08-27,3207.87
2025-08-28,3156.14
2025-08-29,3190.57
2025-08-30,3200.54
2025-08-31,3191.21
2025-09-01,3215.93
2025-09-02,3190.91
2025-09-03,3191.43
2025-09-04,3199.65
2025-09-05,3195.81
2025-09-06,3250.88
2025-09-07,3234.43
2025-09-08,3192.08
2025-09-09,3201.97
2025-09-10,3191.51
2025-09-11,3180.91
2025-09-12,3196.19
2025-09-13,3241.99
2025-09-14,3209.07
2025-09-15,3232.31
2025-09-16,3190.58
2025-09-17,3179.04
2025-09-18,3184.26
2025-09-19,3218.18
2025-09-20,3223.87
2025-09-21,3225.43
2025-09-22,3228.19
2025-09-23,3208.37
2025-09-24,3167.45
2025-09-25,3193.54
2025-09-26,3201.08
2025-09-27,3224.74
2025-09-28,3223.45
2025-09-29,3245.83
2025-09-30,3194.74
2025-10-01,3191.83
2025-10-02,3161.8
2025-10-03,3171.68
2025-10-04,3186.75
2025-10-05,3203.13
2025-10-06,3202.47
2025-10-07,3156.94
2025-10-08,3155.76
2025-10-09,3161.9
2025-10-10,3191.12
2025-10-11,3190.2
2025-10-12,3184.44
2025-10-13,3166.01
2025-10-14,3158.07
2025-10-15,3187.95
2025-10-16,3164.39
2025-10-17,3183.12
2025-10-18,3189.42
2025-10-19,3218.88
2025-10-20,3193.7
2025-10-21,3147.53
2025-10-22,3188.68
2025-10-23,3163.59
2025-10-24,3172.74
